CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
1.76,0.0,1.0,0.0,1.88,1.0,0.0,1.76,0.19,0.0,3.53,3.65,2.0,0.0,1.12,1.0,39.92,1.76,4.22,3.12,1.0,0.0,0.0,2.12,0.0,0
19.04,0.0,1.0,0.0,0.09,1.91,2.72,4.53,0.13,1.81,26.29,4.63,1.09,0.0,18.32,1.91,4.09,0.0,6.22,0.37,1.0,0.91,0.0,1.19,0.91,0
0.0,0.0,1.0,0.17,2.49,1.0,0.0,0.17,0.96,0.0,1.85,1.0,3.83,0.0,0.68,1.0,0.62,0.17,1.17,1.0,1.0,0.0,0.0,3.0,0.17,0
1.93,1.93,1.0,0.97,1.93,2.93,0.0,0.97,0.41,3.87,2.0,1.0,2.0,0.97,1.0,1.0,3.16,1.93,2.24,1.03,1.0,0.0,0.0,2.93,0.03,0
6.18,2.12,1.0,0.71,0.0,1.29,0.88,2.18,0.03,0.59,10.66,2.18,1.71,0.0,5.89,2.0,2.62,0.0,3.55,0.71,1.0,0.29,0.0,1.71,1.71,0
0.0,0.81,1.0,0.0,0.0,1.0,0.19,0.0,4.46,0.19,1.57,1.0,0.38,0.81,0.76,0.19,0.27,0.0,0.8,0.38,1.0,0.0,0.0,2.81,0.57,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.27,0.41,0.0,2.54,1.64,1.0,0.0,4.0,1.0,2.79,1.64,3.56,1.36,1.0,0.0,0.0,3.0,0.64,0
0.0,0.0,1.0,0.0,0.0,1.23,0.69,1.23,0.68,0.0,7.2,2.54,3.0,0.0,0.92,1.23,2.18,0.77,1.69,0.77,1.0,0.77,0.0,1.23,0.23,0
0.0,0.0,1.0,0.0,2.0,1.0,1.34,0.0,3.99,0.66,2.0,1.0,2.67,0.0,3.0,1.0,1.0,0.67,3.16,2.66,1.0,0.0,0.0,1.66,1.0,0
8.64,0.0,1.0,0.0,0.0,1.41,1.23,2.64,0.51,0.82,14.28,3.82,2.18,0.0,8.22,1.41,3.33,0.59,3.68,0.59,1.0,1.0,0.0,1.0,0.41,0
0.0,0.0,0.44,0.0,1.32,1.0,0.88,0.0,6.03,0.0,0.88,0.44,1.88,0.56,0.88,1.0,0.66,0.44,0.66,0.44,0.44,0.0,0.0,1.0,0.0,0
7.38,0.0,2.84,0.08,0.92,1.0,1.84,2.84,0.23,0.92,16.91,3.77,1.23,2.0,4.77,1.0,6.25,0.0,3.67,1.0,1.0,0.69,0.0,1.92,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.5,0.68,0.0,9.84,1.33,1.33,5.01,0.83,1.0,16.12,1.83,1.88,1.0,1.0,0.17,0.0,4.34,0.0,0
0.88,0.0,1.0,0.0,1.75,1.88,0.0,5.26,0.76,0.0,27.28,1.0,1.88,0.0,3.5,1.88,1.75,0.0,2.27,0.12,1.0,0.12,0.0,1.0,1.75,0
7.78,0.0,1.32,0.0,0.0,1.0,0.32,0.65,1.22,0.0,12.04,1.65,3.68,0.0,7.2,1.0,2.46,1.0,3.97,1.0,1.0,0.32,0.0,1.65,0.32,0
0.0,0.0,1.0,0.0,0.63,1.0,2.37,3.96,0.53,0.0,5.75,1.0,1.63,0.0,0.79,1.0,1.81,0.79,2.58,0.21,1.0,0.0,0.0,3.0,0.79,0
0.0,0.0,1.0,0.15,0.0,1.61,0.15,2.92,0.69,0.0,6.3,1.0,1.31,0.31,1.92,2.0,2.24,0.0,2.58,0.85,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.05,2.91,0.0,1.91,0.84,0.0,4.77,1.0,1.05,0.95,1.0,1.95,1.53,0.0,1.05,1.05,1.0,0.0,0.0,1.95,0.0,0
0.0,0.0,1.9,0.0,14.48,2.1,2.71,7.81,1.2,0.9,10.19,3.71,2.81,0.0,5.43,1.0,3.62,0.1,6.16,0.1,1.0,0.0,0.0,2.0,4.52,0
0.56,0.0,1.0,0.0,0.44,1.0,0.0,0.0,0.39,0.0,2.67,2.67,2.0,3.9,0.44,1.0,1.95,0.56,1.83,1.56,1.0,0.56,0.0,1.0,0.0,0
0.0,0.0,1.07,0.0,1.99,1.07,0.2,1.46,1.63,0.07,3.46,1.2,3.0,0.0,2.26,1.0,2.13,0.93,2.93,0.93,1.0,0.0,0.0,2.93,1.26,0
0.76,0.0,1.0,0.76,0.0,3.38,1.91,3.91,0.21,0.0,14.35,2.0,2.0,0.0,6.91,2.62,2.2,0.0,3.54,1.0,1.0,0.62,0.0,2.15,0.0,0
0.58,0.0,1.0,0.0,0.0,1.0,0.0,0.84,1.24,0.0,3.42,1.42,2.74,0.0,3.42,1.0,2.52,1.42,3.46,1.0,1.0,0.0,0.0,1.84,0.42,0
0.0,3.74,1.0,0.0,1.06,1.0,0.0,0.0,2.64,0.0,4.81,1.0,1.06,0.47,1.06,0.53,2.13,0.53,2.04,1.06,1.0,0.0,0.0,2.0,0.53,0
0.0,0.0,1.0,0.0,1.15,1.0,0.0,0.0,0.89,0.0,2.23,2.85,3.38,0.0,0.0,1.0,1.03,0.62,1.21,1.0,1.0,0.62,0.0,1.77,0.0,0
0.0,0.0,1.0,0.0,0.42,1.0,0.28,0.0,4.02,0.0,2.0,1.0,2.14,0.0,1.14,1.0,0.64,0.14,1.93,1.86,1.0,0.0,0.0,1.0,0.86,0
0.0,0.65,1.0,0.0,0.65,1.0,0.35,5.25,0.4,0.0,12.55,2.0,1.35,0.0,9.65,1.0,2.87,1.0,3.22,1.0,1.0,0.65,0.0,3.0,2.65,0
0.0,0.0,1.0,0.0,1.19,1.81,0.0,1.4,0.87,0.0,6.79,1.6,1.6,1.6,1.0,1.4,6.17,1.19,1.82,1.0,1.0,0.0,0.0,3.19,0.6,0
1.59,1.63,1.0,0.8,0.8,1.0,0.8,0.8,1.35,0.0,5.61,1.8,1.59,0.2,3.98,0.8,2.62,2.39,3.83,1.59,1.0,0.6,0.0,2.0,0.8,0
0.06,0.19,1.0,0.19,0.0,3.06,0.0,2.64,0.26,0.0,9.57,1.94,1.94,0.25,4.81,2.94,2.0,0.0,3.37,1.0,1.0,1.0,0.0,1.0,0.06,0
0.0,1.07,1.0,0.79,0.64,1.0,0.21,0.79,0.64,0.0,10.43,1.21,3.36,2.0,2.43,1.0,2.72,0.0,2.76,1.0,1.0,0.0,0.0,1.0,0.64,0
2.22,2.22,1.74,3.71,4.71,4.71,4.45,9.93,0.87,0.74,21.09,2.48,2.26,1.74,3.97,1.74,5.65,0.78,3.56,1.0,1.0,0.0,0.0,1.78,3.0,0
0.0,0.0,0.65,0.65,0.0,1.0,0.0,0.65,2.85,0.0,3.9,0.65,2.3,0.35,2.6,1.0,2.38,0.65,1.3,0.65,0.65,0.0,0.0,2.3,0.65,0
0.76,0.0,1.0,0.72,2.24,1.76,0.0,4.8,0.8,0.0,23.55,1.24,1.76,0.0,3.04,1.76,2.21,0.24,2.79,0.24,1.0,0.0,0.0,1.0,2.0,0
0.13,0.0,1.0,0.0,2.6,1.0,0.0,0.4,0.87,0.0,30.6,1.13,3.6,0.0,0.13,1.13,0.4,0.13,1.4,1.13,1.0,0.0,0.0,2.73,0.4,0
0.0,0.0,1.0,2.06,2.06,1.0,0.31,0.69,0.76,0.31,0.94,1.69,1.31,0.0,0.94,1.0,2.48,0.69,3.48,1.31,1.0,0.0,0.0,1.31,1.69,0
0.0,0.0,0.66,0.0,0.0,1.0,0.0,1.33,2.77,0.0,2.65,0.66,1.0,0.34,0.66,1.66,1.49,0.0,1.66,0.66,0.66,0.0,0.0,1.66,0.0,0
0.0,0.87,1.0,0.83,0.52,1.0,0.17,0.83,0.64,0.0,9.24,1.17,3.48,2.0,2.35,1.0,2.73,0.0,2.76,1.0,1.0,0.0,0.0,1.0,0.52,0
0.7,0.0,1.0,0.7,2.1,1.0,0.0,2.0,0.76,0.7,9.61,2.0,1.7,0.0,3.3,1.0,2.37,0.6,2.85,1.0,1.0,0.0,0.0,1.6,2.4,0
0.0,0.0,0.09,0.0,0.18,1.0,0.0,0.27,6.46,0.0,0.27,0.09,1.09,1.82,0.18,1.0,0.36,0.18,0.27,0.09,0.09,0.0,0.0,1.18,1.09,0
0.04,0.0,1.0,0.0,0.0,1.0,0.0,1.92,0.51,0.0,4.0,2.08,1.04,0.29,3.83,1.0,3.26,1.96,3.7,1.04,1.0,0.04,0.0,2.92,0.96,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.14,0.0,0.4,1.0,1.0,0.0,2.4,1.0,1.2,0.6,2.33,1.6,1.0,0.4,0.0,2.2,0.0,0
0.97,0.0,1.0,0.97,0.0,2.45,2.42,3.91,0.59,0.0,12.69,1.48,1.48,0.0,5.87,1.48,2.85,1.03,2.99,1.52,1.0,0.0,0.0,2.97,0.0,0
0.19,0.0,1.0,0.19,0.58,2.61,0.58,2.39,0.27,0.58,8.22,2.19,1.81,0.0,5.0,2.81,3.02,0.39,4.93,1.58,1.0,0.9,0.0,1.78,0.19,0
0.0,1.06,1.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,131.02,1.0,2.2,0.8,1.47,0.73,1.6,0.27,1.69,0.0,1.0,0.0,0.0,2.27,2.2,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.73,1.1,0.0,1.73,1.0,1.0,0.0,1.47,1.73,2.94,2.2,2.1,1.73,1.0,0.27,0.0,2.47,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.85,3.85,0.54,0.0,7.0,1.0,1.76,0.0,2.15,1.0,2.5,1.0,2.4,0.38,1.0,0.0,0.0,3.0,0.62,0
0.0,1.5,1.0,0.5,0.0,1.0,0.0,0.5,1.92,0.0,2.5,1.0,2.0,0.0,0.5,1.5,1.17,0.0,2.17,1.5,1.0,0.0,0.0,1.5,1.5,0
0.0,0.0,1.0,0.0,2.43,1.0,0.0,0.0,1.19,0.0,1.0,1.0,4.0,0.0,0.19,1.0,0.38,0.38,1.19,1.19,1.0,0.0,0.0,2.81,0.0,0
0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.7,1.78,0.0,4.5,1.3,2.7,1.3,1.7,1.0,6.51,2.0,3.28,1.0,1.0,0.0,0.0,4.0,0.3,0
0.0,0.0,1.0,1.0,0.0,5.0,1.0,8.0,0.21,0.0,19.0,1.0,3.0,2.0,7.0,2.0,2.16,0.0,3.05,0.0,1.0,0.0,0.0,2.0,0.0,0
3.97,0.0,1.99,0.0,0.5,2.01,0.99,2.5,0.52,0.5,11.46,2.49,1.0,1.5,2.99,1.5,4.06,0.0,2.37,1.0,1.0,0.37,0.0,2.0,0.0,0
0.0,7.08,1.0,0.0,3.75,1.0,0.0,0.0,6.16,0.0,7.67,1.0,2.33,0.42,0.83,0.58,2.94,0.0,0.95,0.58,1.0,0.0,0.0,1.83,1.0,0
2.17,2.17,1.72,3.89,4.34,4.62,4.34,8.96,0.86,0.72,20.46,2.45,2.28,1.45,4.72,1.72,5.19,0.28,3.45,1.0,1.0,0.0,0.0,1.55,2.45,0
0.07,4.67,1.0,0.0,2.8,1.0,0.93,0.0,0.8,0.0,31.93,1.93,1.2,1.87,3.93,1.0,2.58,0.07,2.82,1.0,1.0,0.0,0.0,1.0,2.8,0
0.4,0.0,1.07,0.4,0.2,1.0,0.0,0.2,0.29,0.07,166.09,1.13,2.87,0.0,1.93,1.0,1.14,0.07,2.14,0.07,1.0,0.07,0.0,2.07,3.0,0
0.08,0.0,1.0,31.44,3.77,1.0,0.0,3.7,0.68,0.23,6.62,1.23,1.92,0.0,2.15,1.0,1.18,0.15,1.67,0.15,1.15,0.08,0.0,2.0,0.0,0
0.0,15.53,1.0,0.0,8.22,1.0,0.0,0.0,8.73,0.0,15.7,1.0,0.17,0.91,1.91,0.09,6.49,0.0,0.98,0.17,1.0,0.0,0.0,2.83,1.0,0
0.0,3.49,1.0,0.75,0.74,1.0,0.25,0.75,0.2,0.0,10.65,1.25,1.75,0.49,0.99,1.75,2.03,0.0,2.45,1.0,1.0,0.0,0.0,1.75,2.25,0
1.56,0.0,1.0,0.0,1.56,1.0,0.0,1.56,0.27,0.0,3.78,4.0,2.22,0.0,0.78,1.0,35.67,1.78,3.61,2.56,1.0,0.22,0.0,1.78,0.0,0
0.0,2.55,1.0,0.0,0.0,1.0,0.0,1.36,2.87,0.0,5.27,1.0,0.68,0.32,0.0,0.68,0.34,0.0,0.8,0.68,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.24,0.73,0.48,2.95,0.0,5.87,1.0,2.24,0.0,1.73,1.24,0.65,0.0,1.88,1.52,1.0,0.0,0.0,1.24,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.75,0.0,0.76,8.1,2.13,1.0,3.25,0.0,11.1,1.0,5.46,4.98,14.9,14.71,1.0,0.38,0.0,1.62,0.62,0
0.0,0.0,1.0,0.0,1.47,1.0,0.0,2.47,0.87,0.0,3.26,1.53,2.26,0.0,1.47,1.0,3.6,1.74,2.67,1.0,1.0,0.26,0.0,2.47,1.47,0
3.79,0.0,1.95,0.0,0.47,1.0,0.95,1.42,0.53,0.47,10.1,4.0,2.05,0.95,2.37,1.0,3.98,0.53,2.48,1.0,1.0,0.88,0.0,1.47,0.0,0
0.0,0.0,1.0,0.0,0.86,1.0,0.0,1.29,0.87,7.41,1.86,1.0,3.14,0.0,9.98,1.0,6.28,5.42,14.4,13.54,1.0,0.0,0.0,2.43,1.43,0
0.0,1.64,1.0,0.0,0.59,1.0,0.0,0.0,1.9,0.0,1.64,1.0,1.18,1.23,0.59,0.59,1.33,0.41,1.49,1.18,1.0,0.0,0.0,1.82,0.0,0
0.0,6.05,1.0,0.0,3.85,1.0,1.29,1.93,3.68,0.0,7.98,1.0,1.29,0.36,1.36,0.64,2.73,0.0,3.32,0.64,1.0,0.0,0.0,2.36,0.36,0
0.0,0.0,1.0,0.0,0.0,1.48,0.0,2.0,0.66,0.0,5.19,1.24,1.24,0.0,1.95,2.24,2.17,0.0,2.74,1.0,1.0,0.24,0.0,1.76,0.0,0
0.0,0.0,1.0,0.0,0.95,1.0,0.0,0.05,1.14,0.0,0.14,1.0,1.95,0.0,1.05,1.0,0.14,0.09,2.02,2.0,1.0,0.0,0.0,1.05,0.0,0
0.82,3.07,1.0,0.0,3.26,1.82,0.0,4.92,2.37,0.0,28.47,1.0,1.64,0.18,3.64,1.64,2.91,0.0,2.17,0.0,1.0,0.0,0.0,1.36,1.82,0
0.0,0.0,1.0,0.0,0.63,1.0,0.0,2.32,0.63,0.0,3.68,1.68,1.32,0.0,3.37,1.0,3.49,2.0,3.51,1.0,1.0,0.0,0.0,3.0,1.32,0
0.54,0.0,1.0,0.54,1.63,1.0,1.63,4.0,0.45,1.63,7.73,2.09,1.0,2.73,3.18,1.54,12.75,2.0,6.77,2.63,1.0,0.27,0.0,5.0,0.54,0
0.0,0.0,1.0,0.0,0.59,1.0,0.0,1.0,1.4,0.0,3.0,1.0,2.17,0.0,2.0,1.0,2.41,1.41,2.56,1.41,1.0,0.0,0.0,2.59,0.59,0
1.45,0.1,1.1,0.58,0.0,1.96,1.35,2.19,2.29,0.0,8.25,1.29,1.0,0.19,4.15,1.19,0.83,0.0,1.58,0.9,1.0,0.04,0.1,2.1,0.68,0
0.54,0.0,1.0,0.0,0.0,1.03,1.05,2.08,0.31,0.05,8.54,2.08,1.97,0.0,9.28,1.03,2.31,0.97,2.85,0.97,1.0,0.03,0.0,2.95,1.97,0
0.0,0.0,1.0,0.0,1.7,1.0,1.14,0.86,3.37,0.0,2.43,1.0,3.86,0.0,2.0,1.0,1.43,1.0,1.86,1.0,1.0,0.0,0.0,1.86,0.0,0
5.19,1.41,2.3,0.0,0.65,1.0,1.3,1.95,1.18,0.65,13.08,2.95,0.65,2.35,3.24,0.65,5.39,0.35,2.7,0.65,1.0,0.49,0.0,2.35,0.0,0
0.0,0.0,1.0,0.94,0.0,1.12,0.0,1.3,0.59,0.0,4.48,1.0,3.82,1.88,1.88,1.0,2.65,0.06,2.65,1.0,1.0,0.0,0.0,1.06,0.0,0
0.0,0.0,1.0,0.0,0.58,1.0,0.39,0.0,4.24,0.0,1.19,1.0,3.81,0.0,0.39,1.0,0.29,0.19,1.1,1.0,1.0,0.0,0.0,1.0,0.81,0
13.5,3.09,1.61,0.0,0.0,1.0,0.61,1.23,1.43,0.0,22.11,2.23,1.84,0.39,9.82,0.61,2.1,0.61,3.51,0.61,1.0,0.61,0.0,2.61,0.61,0
0.0,0.0,0.66,0.0,0.0,1.0,0.0,0.66,2.68,0.0,4.62,1.32,1.66,1.34,0.66,1.0,1.04,0.0,1.51,0.66,0.66,0.0,0.0,1.66,0.34,0
12.61,0.84,1.84,5.04,0.32,9.4,11.77,3.52,0.22,0.0,41.62,3.68,1.16,2.0,36.3,2.68,4.79,0.32,6.3,0.16,1.0,0.34,0.84,3.16,6.04,1
0.0,0.0,1.0,0.0,0.12,1.0,0.0,1.77,0.47,0.0,3.65,1.88,1.12,0.0,3.65,1.0,2.87,1.77,3.43,1.0,1.0,0.0,0.0,2.77,0.88,0
0.14,0.14,1.0,0.07,0.14,1.14,0.0,1.0,1.0,0.28,2.93,1.0,1.07,0.07,1.93,1.0,3.02,2.0,2.39,1.93,1.0,0.0,0.0,2.07,0.0,0
0.0,2.82,1.0,0.94,0.06,1.0,0.0,0.94,0.06,0.0,2.82,1.0,2.0,0.0,0.12,1.94,1.73,0.0,2.43,1.18,1.0,0.0,0.0,2.06,1.88,0
0.0,0.0,1.14,0.0,0.0,1.0,0.0,0.0,0.82,0.0,3.0,3.72,3.14,0.0,1.13,1.0,2.47,1.14,1.66,1.14,1.0,0.86,0.0,1.42,0.0,0
0.57,0.57,1.0,0.29,0.57,2.29,2.14,1.71,0.24,1.14,13.43,1.0,2.71,0.29,3.14,1.71,1.72,0.57,1.71,0.29,1.0,0.0,0.0,2.29,0.71,0
0.32,2.52,1.0,0.84,0.32,1.0,0.0,1.16,0.04,0.0,3.16,1.48,2.0,0.0,0.16,1.84,8.75,0.32,2.64,1.32,1.0,0.0,0.0,2.0,1.68,0
0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,6.13,0.0,0.5,0.5,0.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.99,0.5,0
0.0,0.0,1.0,0.0,0.08,1.92,2.75,1.83,0.26,0.0,16.49,1.0,2.92,0.0,3.83,1.92,1.02,0.0,1.71,0.34,1.0,0.0,0.0,2.08,0.92,0
0.0,0.43,1.0,0.0,0.0,1.0,0.95,1.89,0.5,0.0,8.0,1.95,1.89,0.05,8.51,0.95,2.13,0.95,2.62,0.95,1.0,0.0,0.0,2.95,1.89,0
0.0,0.0,1.0,0.0,0.95,1.0,0.0,1.05,1.34,0.0,2.52,1.0,3.57,0.0,2.0,1.0,2.6,1.0,2.89,1.48,1.0,0.0,0.0,2.52,0.48,0
0.68,0.0,1.0,0.0,0.0,1.03,0.1,2.1,0.5,0.06,4.81,2.1,1.0,0.0,4.52,1.03,3.29,1.94,3.84,0.97,1.0,0.03,0.0,2.94,1.0,0
0.32,0.0,1.0,0.0,1.68,1.0,0.0,1.37,1.49,0.95,2.68,1.95,2.37,0.68,2.63,1.0,4.7,2.0,4.51,1.32,1.63,0.32,0.0,3.37,0.0,0
0.0,13.61,1.0,0.2,7.21,1.0,0.0,0.2,7.48,0.0,14.41,1.0,0.8,1.2,2.0,0.2,6.2,0.0,1.25,0.2,1.0,0.0,0.0,2.6,0.8,0
0.7,0.0,1.0,0.6,0.7,1.0,0.0,0.0,0.19,2.1,4.11,3.1,1.9,0.0,4.0,1.0,3.33,1.7,5.13,1.7,2.4,0.7,0.0,2.3,0.0,0
0.77,0.0,1.0,0.0,0.23,1.0,0.0,0.0,1.62,0.0,2.3,1.0,3.53,0.0,2.53,1.0,1.53,0.77,2.96,1.23,1.0,0.0,0.0,1.0,0.0,0
2.52,0.51,1.0,2.02,2.53,5.05,5.57,9.62,1.38,0.0,35.9,1.51,2.99,1.01,5.02,2.52,2.52,0.49,3.17,1.0,1.0,0.0,0.0,1.0,0.51,0
0.21,0.0,1.11,2.43,0.21,1.21,0.11,0.0,0.5,0.0,8.25,1.21,3.68,0.0,6.79,1.11,3.76,0.89,2.55,1.0,1.0,0.04,0.0,3.11,0.64,0
0.32,0.0,1.0,0.0,2.0,1.32,0.0,1.91,1.5,0.0,11.22,1.0,2.0,0.0,2.64,1.32,3.36,0.68,3.17,1.36,1.0,0.0,0.0,1.68,1.32,0
1.66,1.35,1.0,0.83,0.83,1.0,0.83,0.83,1.26,0.0,5.51,1.83,1.66,0.17,4.16,0.83,2.73,2.49,3.98,1.66,1.0,0.62,0.0,2.0,0.83,0
2.26,0.0,1.38,2.26,1.13,1.0,0.0,1.13,0.29,0.38,6.28,1.75,1.0,0.0,0.38,1.0,1.16,0.38,2.01,1.0,1.0,1.0,0.0,1.75,1.13,0
0.0,2.51,1.0,0.0,1.16,1.0,0.0,-2.86,3.03,0.0,-6.21,0.16,1.16,2.51,-6.37,0.16,4.04,2.0,0.72,0.16,1.0,-0.84,0.0,3.0,-0.51,0
0.0,12.49,1.0,0.0,6.61,1.0,1.0,2.0,5.6,0.0,19.76,2.0,-0.94,0.73,9.73,0.27,5.97,-0.47,1.93,-0.47,1.0,0.0,0.0,3.73,2.73,0
0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.52,0.0,6.87,2.0,0.58,0.0,2.16,3.0,0.23,-0.71,3.2,1.0,1.0,1.0,0.0,0.29,0.0,0
-1.66,-0.83,-0.66,-0.83,-0.83,-0.66,0.0,0.0,0.63,12.17,-2.33,1.83,4.0,0.0,10.18,0.17,43.06,9.66,23.74,24.66,1.0,0.0,0.0,0.34,1.0,0
21.0,0.0,0.45,0.0,0.0,2.0,3.0,5.0,1.53,2.0,28.45,4.45,-0.64,0.55,20.0,2.0,4.52,0.0,5.9,-0.55,0.45,1.0,0.0,1.0,0.45,0
-0.68,0.0,0.32,0.0,0.0,-0.35,0.68,-1.03,0.99,0.0,1.3,2.32,1.65,0.0,-0.68,0.32,2.08,1.0,1.07,1.68,1.0,1.68,0.0,0.32,-1.35,0
1.0,0.0,1.42,0.58,-9.35,4.75,-0.17,3.0,-0.28,-0.58,13.26,0.25,4.0,1.17,4.58,2.58,0.86,0.0,0.37,0.0,1.0,0.0,0.0,2.0,-0.92,0
0.0,5.0,1.0,0.0,3.0,2.94,1.0,1.94,0.77,0.0,42.75,2.97,1.97,2.0,4.97,2.94,2.52,-0.97,3.07,0.03,1.0,0.97,0.0,-0.94,3.0,0
6.0,0.0,1.48,6.0,3.0,-0.03,-0.52,1.45,1.5,1.0,12.42,2.48,1.0,0.0,0.48,0.48,3.13,1.52,4.05,1.52,1.0,1.0,0.0,2.48,1.97,0
1.0,0.76,1.0,0.0,0.0,1.0,0.0,2.24,3.39,0.0,215.2,2.0,-0.51,0.0,1.0,0.49,1.24,0.24,2.72,1.24,1.0,0.0,0.0,1.76,3.0,0
0.0,0.0,1.0,1.81,0.6,1.0,2.0,1.6,-0.4,0.0,18.79,1.6,1.4,0.0,-0.21,1.0,0.56,0.0,3.07,0.4,1.0,0.0,0.0,1.4,0.6,0
19.32,3.0,1.0,1.0,0.0,1.92,1.84,5.6,-0.94,0.92,26.0,4.68,1.08,0.0,14.72,2.92,4.7,0.0,4.4,-0.84,1.0,0.92,0.0,1.08,0.16,0
0.0,0.0,1.0,0.97,2.0,1.0,0.0,0.09,0.86,0.0,-3.78,1.0,4.91,-3.88,2.97,1.0,-11.57,0.06,3.82,1.0,1.0,0.0,0.0,-0.88,2.0,0
3.81,1.0,1.95,3.81,3.86,-1.86,-4.76,3.19,1.08,0.95,7.38,2.95,0.05,0.0,1.43,0.05,3.55,1.95,3.52,1.0,1.0,1.95,0.0,2.05,5.86,0
0.92,0.0,1.0,0.0,2.08,1.0,0.0,-2.75,0.22,2.75,0.08,3.75,3.08,0.0,1.83,1.0,-0.61,0.0,4.05,1.92,2.83,0.92,0.0,2.08,-1.83,0
0.0,0.0,1.0,0.0,2.51,1.0,-0.51,1.53,1.94,0.0,3.53,1.0,1.49,0.0,0.98,1.51,4.24,1.51,3.61,2.0,1.0,-0.51,0.0,2.51,1.0,0
-1.43,0.0,1.0,1.0,-1.43,2.43,0.0,2.86,2.1,0.0,7.73,-1.15,2.28,0.0,0.28,1.0,-31.67,-0.72,-1.83,-1.43,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,1.2,0.0,1.0,0.0,2.0,1.65,0.0,8.82,1.0,1.0,0.0,1.81,1.0,1.3,-0.6,1.2,0.4,1.0,0.0,0.0,2.6,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.97,-0.97,6.62,0.97,1.94,0.0,1.97,2.0,1.94,0.03,-2.52,-2.9,1.65,0.0,0.0,0.0,0.0,0.03,3.9,0
-1.87,0.0,0.07,-5.6,-1.87,-0.87,-0.93,1.93,1.36,0.0,5.87,3.0,4.87,0.0,-28.01,0.07,-1.95,1.93,-0.66,1.0,1.0,1.56,0.0,-1.8,-5.6,0
-1.51,0.0,1.0,-0.75,-0.75,1.0,-0.75,4.26,0.68,0.0,8.53,0.25,0.25,4.53,-2.02,2.0,13.96,-0.75,0.38,0.25,1.0,-0.57,0.0,4.26,-0.75,0
-0.66,5.28,1.0,-0.66,-1.98,1.0,-1.98,-1.64,2.65,-1.98,8.98,0.68,1.34,1.66,-2.3,-0.32,-3.49,-1.32,-4.62,-1.64,1.0,-0.33,0.0,0.02,-0.66,0
0.0,0.0,1.0,0.9,0.0,1.0,2.0,1.0,0.3,0.0,21.81,-0.81,2.0,0.0,4.62,1.0,2.3,0.0,3.08,1.0,1.0,-0.9,0.0,3.81,0.9,0
0.82,0.0,1.0,0.82,2.45,1.0,0.0,1.82,0.3,0.82,12.17,3.82,3.82,0.0,0.82,0.18,0.87,-1.45,1.72,0.18,1.0,1.0,0.0,-0.63,2.45,0
-0.56,2.82,1.0,-1.69,0.0,0.31,3.0,-4.76,2.15,0.0,12.37,1.0,2.44,-1.69,2.87,0.87,-0.85,0.0,0.85,-0.56,1.0,-0.56,0.0,2.56,0.44,0
-0.43,-2.43,1.19,1.95,-2.05,-1.05,-2.24,-7.3,0.04,-0.81,-16.65,1.38,1.0,-1.62,26.76,1.19,2.85,0.0,4.87,1.0,1.0,0.4,0.0,4.81,3.57,0
-1.22,10.36,1.0,-0.61,6.88,1.0,-0.61,-0.61,6.92,0.0,9.31,0.39,0.78,0.61,0.17,0.39,6.3,-0.83,1.16,0.78,1.0,-0.46,0.0,2.61,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.89,0.0,139.75,0.2,1.8,-0.8,2.8,1.0,2.54,2.0,2.19,1.2,1.0,0.0,0.0,2.0,2.41,0
2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.0,5.0,2.0,2.0,0.0,5.0,1.0,3.29,3.0,4.71,2.0,1.0,0.75,0.0,2.0,1.0,0
-1.23,4.0,1.0,-0.62,-0.62,1.0,-0.62,0.62,2.99,0.0,5.23,0.38,0.62,3.0,-0.62,0.0,2.99,-0.23,-1.28,-0.62,1.0,-0.46,0.0,3.62,-0.62,0
